# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1706797409.41518 -0.116188 -0.029098 0.928174 -0.001085 0.027044 0.149856 0.988337 0.0000040528 -0.0000001100 -0.0000213356 0.0000028929 0.0000024853 0.0003996492 0.0025532847 -0.0000070175 0.0000070635 0.0025493030 0.0000004873 0.0025394587
1706797409.48182 -0.115774 -0.028484 0.927787 -0.001525 0.026775 0.148542 0.988542 0.0000040221 -0.0000000803 -0.0000211029 0.0000028838 0.0000019467 0.0003996755 0.0025531031 -0.0000069624 0.0000070442 0.0025491433 0.0000005105 0.0025393693
1706797409.54846 -0.115718 -0.027856 0.927472 -0.001186 0.026885 0.147505 0.988695 0.0000040257 -0.0000000954 -0.0000211918 0.0000028822 0.0000022007 0.0003996581 0.0025529314 -0.0000069060 0.0000070219 0.0025489652 0.0000005352 0.0025392826
1706797409.61503 -0.115773 -0.027211 0.927134 -0.001226 0.026728 0.146292 0.988880 0.0000040018 -0.0000000888 -0.0000210270 0.0000028779 0.0000020762 0.0003996735 0.0025527588 -0.0000068538 0.0000070056 0.0025488349 0.0000005660 0.0025391900
1706797409.68171 -0.116394 -0.026516 0.927349 -0.001630 0.026381 0.145768 0.988966 0.0000039735 -0.0000000694 -0.0000208207 0.0000028688 0.0000017012 0.0003996928 0.0025526066 -0.0000067949 0.0000069872 0.0025487642 0.0000005904 0.0025391046
1706797409.74833 -0.116894 -0.026009 0.927649 -0.001317 0.027214 0.144986 0.989058 0.0000040253 -0.0000000863 -0.0000213672 0.0000028672 0.0000019530 0.0003996302 0.0025524643 -0.0000067355 0.0000069697 0.0025487126 0.0000006217 0.0025390213
1706797409.81494 -0.117684 -0.025450 0.928167 -0.001155 0.027653 0.144168 0.989166 0.0000040601 -0.0000000984 -0.0000217476 0.0000028651 0.0000021197 0.0003995836 0.0025523316 -0.0000066806 0.0000069521 0.0025486537 0.0000006525 0.0025389382
1706797409.88158 -0.118615 -0.024538 0.928946 -0.000708 0.028147 0.143124 0.989304 0.0000040838 -0.0000001236 -0.0000220249 0.0000028653 0.0000025165 0.0003995453 0.0025522023 -0.0000066158 0.0000069276 0.0025486150 0.0000006871 0.0025388561
1706797409.94809 -0.119485 -0.023831 0.929843 -0.000970 0.028250 0.142562 0.989382 0.0000040911 -0.0000001151 -0.0000221534 0.0000028592 0.0000023205 0.0003995275 0.0025520813 -0.0000065392 0.0000069108 0.0025486069 0.0000007200 0.0025387747
1706797410.01471 -0.120386 -0.023294 0.930694 -0.000918 0.028774 0.142323 0.989402 0.0000041369 -0.0000001244 -0.0000226215 0.0000028547 0.0000024124 0.0003994710 0.0025519846 -0.0000064733 0.0000068894 0.0025485759 0.0000007537 0.0025387019
1706797410.08133 -0.121320 -0.022814 0.931860 -0.000706 0.028997 0.142346 0.989392 0.0000041449 -0.0000001363 -0.0000227550 0.0000028507 0.0000025898 0.0003994491 0.0025519141 -0.0000064141 0.0000068741 0.0025485902 0.0000007796 0.0025386383
1706797410.14801 -0.122073 -0.022452 0.932517 -0.000198 0.029206 0.142670 0.989339 0.0000041448 -0.0000001624 -0.0000228172 0.0000028507 0.0000030177 0.0003994344 0.0025518686 -0.0000063660 0.0000068615 0.0025485913 0.0000008081 0.0025385793
1706797410.21462 -0.122694 -0.022082 0.932693 -0.000221 0.029613 0.143018 0.989277 0.0000041877 -0.0000001681 -0.0000232486 0.0000028453 0.0000030447 0.0003993803 0.0025518339 -0.0000063177 0.0000068543 0.0025485608 0.0000008274 0.0025385235
1706797410.28108 -0.123191 -0.021613 0.932748 0.000352 0.030563 0.144024 0.989102 0.0000042679 -0.0000002119 -0.0000239781 0.0000028495 0.0000036567 0.0003992809 0.0025518223 -0.0000062608 0.0000068477 0.0025485369 0.0000008452 0.0025384735
1706797410.34787 -0.123808 -0.021121 0.932911 0.000058 0.030625 0.145000 0.988958 0.0000042710 -0.0000002028 -0.0000240608 0.0000028415 0.0000034775 0.0003992713 0.0025518210 -0.0000062006 0.0000068581 0.0025485129 0.0000008548 0.0025384189
1706797410.41455 -0.124264 -0.020824 0.932955 0.000261 0.030906 0.146789 0.988685 0.0000042882 -0.0000002179 -0.0000242597 0.0000028407 0.0000036821 0.0003992415 0.0025518545 -0.0000061455 0.0000068783 0.0025485338 0.0000008626 0.0025383716
1706797410.48124 -0.124454 -0.020585 0.932952 -0.000154 0.030335 0.148494 0.988448 0.0000042232 -0.0000001932 -0.0000237853 0.0000028306 0.0000033285 0.0003993030 0.0025519157 -0.0000061033 0.0000069127 0.0025485791 0.0000008698 0.0025383267
1706797410.54786 -0.124754 -0.020494 0.932949 0.000142 0.030607 0.150705 0.988105 0.0000042415 -0.0000002142 -0.0000239927 0.0000028313 0.0000036330 0.0003992718 0.0025520134 -0.0000060653 0.0000069466 0.0025486142 0.0000008746 0.0025382914
1706797410.61450 -0.124813 -0.020407 0.932885 0.000185 0.030935 0.152648 0.987796 0.0000042644 -0.0000002248 -0.0000242341 0.0000028304 0.0000037639 0.0003992389 0.0025521250 -0.0000060289 0.0000069946 0.0025486468 0.0000008716 0.0025382498
1706797410.68113 -0.124480 -0.020357 0.932728 -0.000169 0.030236 0.154731 0.987494 0.0000041945 -0.0000002025 -0.0000237124 0.0000028200 0.0000034620 0.0003993071 0.0025522643 -0.0000059964 0.0000070384 0.0025486602 0.0000008725 0.0025382202
1706797410.74779 -0.124026 -0.020435 0.932286 0.000105 0.030202 0.156307 0.987247 0.0000041837 -0.0000002179 -0.0000236761 0.0000028209 0.0000037139 0.0003993079 0.0025524041 -0.0000059635 0.0000070900 0.0025486437 0.0000008721 0.0025381826
1706797410.81441 -0.123488 -0.020675 0.931859 0.000530 0.029736 0.157212 0.987117 0.0000041267 -0.0000002305 -0.0000232526 0.0000028226 0.0000039910 0.0003993528 0.0025525408 -0.0000059424 0.0000071399 0.0025486355 0.0000008697 0.0025381368
1706797410.88100 -0.122786 -0.020793 0.931438 0.000746 0.028933 0.158301 0.986967 0.0000040307 -0.0000002282 -0.0000224801 0.0000028204 0.0000040748 0.0003994406 0.0025526785 -0.0000059345 0.0000071853 0.0025486417 0.0000008710 0.0025380929
1706797410.94763 -0.122393 -0.021004 0.931561 0.000321 0.028803 0.158728 0.986902 0.0000040220 -0.0000002074 -0.0000224588 0.0000028091 0.0000036916 0.0003994515 0.0025527904 -0.0000059052 0.0000072203 0.0025486462 0.0000008743 0.0025380498
1706797411.01419 -0.122055 -0.021137 0.931703 -0.000699 0.028192 0.158995 0.986877 0.0000039792 -0.0000001529 -0.0000221349 0.0000027900 0.0000027571 0.0003995022 0.0025528819 -0.0000058767 0.0000072498 0.0025486612 0.0000008717 0.0025380095
1706797411.08085 -0.121710 -0.021414 0.931813 -0.000424 0.028193 0.159605 0.986778 0.0000039697 -0.0000001701 -0.0000220988 0.0000027895 0.0000030604 0.0003995014 0.0025529621 -0.0000058588 0.0000072686 0.0025486641 0.0000008670 0.0025379684
1706797411.14785 -0.121202 -0.021490 0.932399 -0.003420 0.029234 0.156442 0.987248 0.0000041000 -0.0000000480 -0.0000232768 0.0000027591 0.0000008304 0.0003993926 0.0025529159 -0.0000058185 0.0000072660 0.0025485612 0.0000009241 0.0025378235
1706797411.21445 -0.119279 -0.019188 0.945345 -0.031778 0.030489 0.140594 0.989087 0.0000046072 0.0000015071 -0.0000273098 0.0000039293 -0.0000217324 0.0003976775 0.0025521010 -0.0000054689 0.0000070102 0.0025484544 0.0000010456 0.0025374986
1706797411.28109 -0.117072 -0.013765 0.975722 -0.051513 0.033506 0.123818 0.990400 0.0000051562 0.0000029539 -0.0000310130 0.0000062478 -0.0000372394 0.0003947697 0.0025507618 -0.0000048718 0.0000068579 0.0025481987 0.0000011493 0.0025370418
1706797411.34771 -0.115442 -0.003799 1.014319 -0.064779 0.036673 0.106865 0.991483 0.0000056383 0.0000041610 -0.0000338975 0.0000085330 -0.0000476546 0.0003919757 0.0025490609 -0.0000037868 0.0000067683 0.0025477052 0.0000012026 0.0025366590
1706797411.41429 -0.116589 0.012419 1.050837 -0.070469 0.039309 0.090409 0.992630 0.0000059005 0.0000047735 -0.0000354674 0.0000096891 -0.0000521237 0.0003905067 0.0025470318 -0.0000021360 0.0000065324 0.0025468010 0.0000013084 0.0025361049
1706797411.48093 -0.117398 0.034527 1.085697 -0.070506 0.039632 0.075349 0.993872 0.0000057893 0.0000047647 -0.0000349822 0.0000098611 -0.0000528015 0.0003904042 0.0025457762 -0.0000003730 0.0000064092 0.0025461406 0.0000013531 0.0025358715
1706797411.54755 -0.119053 0.061364 1.118369 -0.064854 0.039059 0.061728 0.995218 0.0000055190 0.0000042384 -0.0000335792 0.0000088599 -0.0000491478 0.0003916438 0.0025456613 0.0000013993 0.0000064942 0.0025454141 0.0000013633 0.0025358830
1706797411.61421 -0.121552 0.095653 1.146700 -0.056783 0.038277 0.048926 0.996452 0.0000052207 0.0000035345 -0.0000319552 0.0000074401 -0.0000433657 0.0003933303 0.0025467086 0.0000033064 0.0000065696 0.0025448919 0.0000015260 0.0025360652
1706797411.68087 -0.121346 0.134287 1.172512 -0.048975 0.036918 0.037398 0.997417 0.0000049118 0.0000028812 -0.0000301688 0.0000062364 -0.0000377753 0.0003948039 0.0025495651 0.0000056000 0.0000066504 0.0025446627 0.0000018002 0.0025363347
1706797411.74760 -0.121954 0.176500 1.196714 -0.041119 0.035171 0.027974 0.998143 0.0000046067 0.0000022667 -0.0000283094 0.0000051783 -0.0000320506 0.0003961214 0.0025543294 0.0000078945 0.0000067870 0.0025442975 0.0000021859 0.0025366482
1706797411.81427 -0.123025 0.220391 1.218640 -0.033914 0.035052 0.019656 0.998616 0.0000045315 0.0000018330 -0.0000280147 0.0000043284 -0.0000265855 0.0003969950 0.0025611713 0.0000103859 0.0000069335 0.0025441878 0.0000026498 0.0025369614
1706797411.88101 -0.122095 0.265989 1.239597 -0.027845 0.034402 0.011950 0.998949 0.0000043936 0.0000014614 -0.0000272865 0.0000037427 -0.0000221572 0.0003976613 0.0025700315 0.0000128897 0.0000071250 0.0025441757 0.0000031882 0.0025372760
1706797411.94767 -0.120847 0.313898 1.259179 -0.023192 0.033620 0.005487 0.999150 0.0000042575 0.0000011628 -0.0000265707 0.0000033317 -0.0000185587 0.0003981461 0.0025811068 0.0000152429 0.0000073205 0.0025440724 0.0000037307 0.0025376449
1706797412.01435 -0.118774 0.363086 1.277297 -0.019008 0.032890 0.000998 0.999278 0.0000041162 0.0000009061 -0.0000259383 0.0000030106 -0.0000154020 0.0003985128 0.0025944079 0.0000175788 0.0000074923 0.0025439273 0.0000042911 0.0025380037
1706797412.08098 -0.116402 0.412787 1.293533 -0.015707 0.032684 -0.002387 0.999339 0.0000040295 0.0000007242 -0.0000257692 0.0000027868 -0.0000129600 0.0003987236 0.0026101764 0.0000198367 0.0000076805 0.0025437505 0.0000048580 0.0025383606
1706797412.14763 -0.114889 0.463111 1.309454 -0.012692 0.032542 -0.004446 0.999380 0.0000039772 0.0000005510 -0.0000257675 0.0000025932 -0.0000104832 0.0003988847 0.0026280863 0.0000219307 0.0000078822 0.0025436213 0.0000054536 0.0025387646
1706797412.21425 -0.111178 0.512862 1.325651 -0.010300 0.031532 -0.004664 0.999439 0.0000037899 0.0000004210 -0.0000249469 0.0000024645 -0.0000090087 0.0003990733 0.0026481928 0.0000242824 0.0000080393 0.0025435943 0.0000060472 0.0025391722
1706797412.28087 -0.108729 0.564472 1.339368 -0.009107 0.031510 -0.003578 0.999456 0.0000037326 0.0000003304 -0.0000248677 0.0000023614 -0.0000076779 0.0003991554 0.0026701032 0.0000258486 0.0000081959 0.0025435021 0.0000066817 0.0025396643
1706797412.34749 -0.106122 0.616544 1.352275 -0.007973 0.032434 -0.001717 0.999441 0.0000037892 0.0000002792 -0.0000256553 0.0000022860 -0.0000067201 0.0003991066 0.0026950349 0.0000276808 0.0000083580 0.0025436199 0.0000073185 0.0025401584
1706797412.41412 -0.103364 0.670034 1.363406 -0.007173 0.032590 0.000162 0.999443 0.0000037300 0.0000002158 -0.0000257320 0.0000022113 -0.0000058532 0.0003991322 0.0027221019 0.0000293943 0.0000084071 0.0025436362 0.0000080094 0.0025405587
1706797412.48069 -0.100817 0.723009 1.374109 -0.005532 0.031831 0.002353 0.999475 0.0000036417 0.0000001239 -0.0000253343 0.0000021419 -0.0000045103 0.0003992340 0.0027524409 0.0000309816 0.0000085198 0.0025439694 0.0000086726 0.0025410492
1706797412.54731 -0.098506 0.776918 1.384041 -0.004852 0.032104 0.004748 0.999461 0.0000036338 0.0000000811 -0.0000255581 0.0000020935 -0.0000038074 0.0003992327 0.0027845024 0.0000323916 0.0000085997 0.0025443619 0.0000093469 0.0025415327
1706797412.61393 -0.096198 0.830747 1.392295 -0.003396 0.032228 0.006989 0.999450 0.0000036207 0.0000000040 -0.0000257128 0.0000020432 -0.0000025751 0.0003992456 0.0028193848 0.0000337357 0.0000086489 0.0025448384 0.0000100235 0.0025419846
1706797412.68053 -0.093361 0.885152 1.400166 -0.003376 0.032278 0.008789 0.999435 0.0000035819 -0.0000000010 -0.0000256569 0.0000020118 -0.0000024511 0.0003992682 0.0028567032 0.0000350178 0.0000086808 0.0025454162 0.0000107143 0.0025424017
1706797412.74712 -0.090623 0.940419 1.407518 -0.002971 0.032470 0.010636 0.999412 0.0000035694 -0.0000000233 -0.0000258010 0.0000019796 -0.0000020582 0.0003992669 0.0028968729 0.0000360249 0.0000086622 0.0025460175 0.0000114254 0.0025428085
1706797412.81371 -0.087585 0.996367 1.414378 -0.002693 0.032922 0.012104 0.999381 0.0000035954 -0.0000000369 -0.0000262166 0.0000019505 -0.0000017929 0.0003992277 0.0029400916 0.0000368696 0.0000086244 0.0025466792 0.0000121353 0.0025431715
1706797412.88030 -0.084136 1.051918 1.420037 -0.002019 0.033514 0.013112 0.999350 0.0000036319 -0.0000000658 -0.0000266753 0.0000019227 -0.0000012848 0.0003991835 0.0029863947 0.0000374310 0.0000085595 0.0025473733 0.0000128438 0.0025435096
1706797412.94690 -0.082892 1.109424 1.424696 -0.002402 0.033009 0.013760 0.999357 0.0000035644 -0.0000000622 -0.0000264586 0.0000018923 -0.0000013327 0.0003992124 0.0030347936 0.0000379250 0.0000084366 0.0025479787 0.0000136459 0.0025437438
1706797413.01350 -0.079733 1.165000 1.430259 -0.003122 0.032817 0.014649 0.999349 0.0000035059 -0.0000000090 -0.0000261656 0.0000018763 -0.0000021163 0.0003992566 0.0030875734 0.0000392579 0.0000083216 0.0025490518 0.0000143844 0.0025440189
1706797413.08012 -0.076722 1.219944 1.434852 -0.002997 0.033249 0.015606 0.999321 0.0000035445 -0.0000000135 -0.0000265862 0.0000018571 -0.0000019501 0.0003992148 0.0031408715 0.0000392892 0.0000081952 0.0025499858 0.0000151079 0.0025442758
1706797413.14670 -0.074208 1.275271 1.438584 -0.003109 0.033517 0.016112 0.999303 0.0000035602 -0.0000000132 -0.0000268463 0.0000018378 -0.0000019096 0.0003991908 0.0031960613 0.0000392354 0.0000079945 0.0025509604 0.0000157888 0.0025444600
1706797413.21331 -0.072126 1.330427 1.441239 -0.003022 0.033517 0.016183 0.999303 0.0000035307 -0.0000000104 -0.0000268198 0.0000018166 -0.0000019503 0.0003992037 0.0032540347 0.0000396339 0.0000077102 0.0025518937 0.0000165067 0.0025445594
1706797413.27992 -0.070032 1.384363 1.443725 -0.003530 0.033063 0.016376 0.999313 0.0000034731 0.0000000201 -0.0000265038 0.0000018047 -0.0000023550 0.0003992537 0.0033144493 0.0000401217 0.0000075122 0.0025530585 0.0000171765 0.0025447126
1706797413.34651 -0.067812 1.438560 1.446485 -0.002858 0.033611 0.016392 0.999296 0.0000035108 -0.0000000109 -0.0000268800 0.0000017821 -0.0000017949 0.0003992198 0.0033755622 0.0000404150 0.0000072661 0.0025541967 0.0000177683 0.0025448003
1706797413.41310 -0.065704 1.491583 1.448610 -0.003085 0.033792 0.016207 0.999293 0.0000035273 0.0000000119 -0.0000270748 0.0000017682 -0.0000020385 0.0003992036 0.0034394637 0.0000404878 0.0000070480 0.0025554020 0.0000183483 0.0025448807
1706797413.47969 -0.063155 1.544917 1.450835 -0.003555 0.033797 0.016102 0.999293 0.0000035072 0.0000000454 -0.0000270097 0.0000017532 -0.0000024598 0.0003992195 0.0035043503 0.0000406918 0.0000068095 0.0025566619 0.0000188801 0.0025449252
1706797413.54632 -0.061163 1.598069 1.451933 -0.003412 0.034372 0.015971 0.999276 0.0000035592 0.0000000481 -0.0000274707 0.0000017349 -0.0000023568 0.0003991687 0.0035719242 0.0000404891 0.0000065486 0.0025578210 0.0000193977 0.0025449655
1706797413.61296 -0.058825 1.650005 1.452900 -0.000653 0.035255 0.015590 0.999257 0.0000036465 -0.0000000998 -0.0000281593 0.0000017073 -0.0000001670 0.0003990983 0.0036409914 0.0000402676 0.0000063219 0.0025589630 0.0000198348 0.0025449667
1706797413.67976 -0.055890 1.700481 1.453346 0.005162 0.040380 0.013178 0.999084 0.0000042343 -0.0000004676 -0.0000320595 0.0000017400 0.0000043990 0.0003984664 0.0037098853 0.0000393697 0.0000060537 0.0025597143 0.0000201737 0.0025449548
1706797413.74672 -0.054270 1.747982 1.452487 0.013168 0.049201 0.008561 0.998665 0.0000054779 -0.0000011591 -0.0000389833 0.0000019375 0.0000106134 0.0003969729 0.0037776706 0.0000374145 0.0000056309 0.0025595389 0.0000204296 0.0025446227
1706797413.81340 -0.047507 1.794227 1.454064 0.022605 0.072620 0.000407 0.997103 0.0000100061 -0.0000027065 -0.0000571640 0.0000024473 0.0000177365 0.0003919390 0.0038420434 0.0000354268 0.0000055820 0.0025594260 0.0000208241 0.0025442951
1706797413.88015 -0.038831 1.837525 1.457839 0.037573 0.087005 -0.013003 0.995414 0.0000137389 -0.0000051445 -0.0000682878 0.0000037298 0.0000284459 0.0003869301 0.0039032057 0.0000289487 0.0000057962 0.0025588447 0.0000212136 0.0025439178
1706797413.94704 -0.026274 1.878917 1.464592 0.045155 0.096280 -0.028545 0.993920 0.0000166313 -0.0000066451 -0.0000756473 0.0000044733 0.0000330677 0.0003832884 0.0039616889 0.0000195644 0.0000059820 0.0025585755 0.0000215422 0.0025433465
1706797414.01390 -0.007471 1.917139 1.470996 0.051128 0.097659 -0.044816 0.992895 0.0000173238 -0.0000074578 -0.0000772541 0.0000050506 0.0000363372 0.0003819966 0.0040174259 0.0000068774 0.0000060256 0.0025585190 0.0000217723 0.0025429485
1706797414.08057 0.016659 1.951035 1.474207 0.053013 0.094044 -0.060470 0.992315 0.0000164943 -0.0000073121 -0.0000752956 0.0000050812 0.0000366920 0.0003827621 0.0040692482 -0.0000113436 0.0000059897 0.0025589515 0.0000220309 0.0025427444
1706797414.14724 0.045369 1.979531 1.475748 0.053867 0.088551 -0.075399 0.991752 0.0000150675 -0.0000069284 -0.0000718019 0.0000050281 0.0000366455 0.0003841924 0.0041139852 -0.0000339472 0.0000059488 0.0025599059 0.0000222636 0.0025425709
1706797414.21388 0.078291 2.002307 1.475937 0.052771 0.081223 -0.089478 0.991268 0.0000131474 -0.0000061778 -0.0000667655 0.0000047403 0.0000353857 0.0003863468 0.0041510273 -0.0000603382 0.0000059339 0.0025616505 0.0000224140 0.0025423980
1706797414.28048 0.113535 2.019894 1.475444 0.050466 0.073913 -0.102893 0.990658 0.0000113821 -0.0000053443 -0.0000617503 0.0000043213 0.0000333318 0.0003884682 0.0041792618 -0.0000898444 0.0000059412 0.0025644276 0.0000224889 0.0025422350
1706797414.34707 0.151978 2.033296 1.474813 0.049015 0.067906 -0.115496 0.989771 0.0000099798 -0.0000047549 -0.0000574058 0.0000040770 0.0000321072 0.0003900694 0.0041993748 -0.0001208663 0.0000060247 0.0025682211 0.0000224341 0.0025420396
1706797414.41368 0.192051 2.041512 1.473630 0.047123 0.062801 -0.126588 0.988843 0.0000088576 -0.0000042064 -0.0000536602 0.0000037963 0.0000305837 0.0003914282 0.0042132736 -0.0001541278 0.0000061797 0.0025733855 0.0000222700 0.0025418302
1706797414.48034 0.234842 2.046240 1.474607 0.044544 0.058099 -0.136141 0.987981 0.0000078543 -0.0000036547 -0.0000500547 0.0000034757 0.0000286844 0.0003927123 0.0042192765 -0.0001881911 0.0000064138 0.0025799994 0.0000220485 0.0025416253
1706797414.54707 0.277794 2.045437 1.473896 0.042121 0.052148 -0.144869 0.987178 0.0000066561 -0.0000030782 -0.0000453327 0.0000031840 0.0000269062 0.0003941463 0.0042203394 -0.0002237435 0.0000066378 0.0025880476 0.0000216810 0.0025413847
1706797414.61378 0.321445 2.042286 1.472870 0.039897 0.050242 -0.154048 0.985978 0.0000063361 -0.0000027592 -0.0000440264 0.0000029059 0.0000249928 0.0003947151 0.0042128525 -0.0002586816 0.0000069193 0.0025979174 0.0000214363 0.0025412226
1706797414.68045 0.365182 2.035467 1.472846 0.037141 0.046800 -0.162225 0.984943 0.0000057133 -0.0000023611 -0.0000412399 0.0000026464 0.0000230580 0.0003955752 0.0042020211 -0.0002932363 0.0000072741 0.0026095496 0.0000212325 0.0025411232
1706797414.74714 0.407730 2.025446 1.472565 0.033864 0.040588 -0.168725 0.984245 0.0000047108 -0.0000018743 -0.0000362425 0.0000024154 0.0000211538 0.0003967935 0.0041856640 -0.0003270685 0.0000076118 0.0026227373 0.0000210387 0.0025410294
1706797414.81388 0.451079 2.014059 1.472215 0.031631 0.041693 -0.178385 0.982568 0.0000048227 -0.0000016898 -0.0000369390 0.0000021677 0.0000188729 0.0003969012 0.0041645625 -0.0003593103 0.0000079808 0.0026366851 0.0000208209 0.0025409302
1706797414.88055 0.495067 1.998447 1.472505 0.029561 0.041875 -0.186976 0.981026 0.0000048106 -0.0000014919 -0.0000369457 0.0000019698 0.0000168235 0.0003970948 0.0041424808 -0.0003909600 0.0000083869 0.0026520830 0.0000206213 0.0025408384
1706797414.94727 0.538734 1.982330 1.474017 0.026924 0.042981 -0.193690 0.979751 0.0000048755 -0.0000012780 -0.0000374163 0.0000017521 0.0000143243 0.0003972092 0.0041141028 -0.0004220298 0.0000088252 0.0026691933 0.0000203977 0.0025406857
1706797415.01398 0.582014 1.963466 1.474689 0.025672 0.040238 -0.198575 0.978923 0.0000044742 -0.0000011419 -0.0000353081 0.0000016919 0.0000136831 0.0003976525 0.0040849717 -0.0004522814 0.0000092804 0.0026878951 0.0000201486 0.0025405435
1706797415.08069 0.624624 1.943349 1.474764 0.022249 0.034877 -0.202187 0.978473 0.0000036823 -0.0000008254 -0.0000306892 0.0000015490 0.0000116924 0.0003985611 0.0040533388 -0.0004807988 0.0000097227 0.0027076681 0.0000198918 0.0025403768
1706797415.14740 0.665233 1.922222 1.473841 0.020098 0.029688 -0.206472 0.977795 0.0000030588 -0.0000006371 -0.0000264640 0.0000014876 0.0000107683 0.0003992402 0.0040203359 -0.0005076725 0.0000101808 0.0027285938 0.0000196606 0.0025402535
1706797415.21411 0.706355 1.900901 1.474124 0.020228 0.036784 -0.213191 0.976108 0.0000038553 -0.0000006874 -0.0000320107 0.0000014069 0.0000094674 0.0003985005 0.0039856259 -0.0005323895 0.0000106932 0.0027498100 0.0000194359 0.0025401032
1706797415.28082 0.746768 1.879129 1.475078 0.019578 0.038941 -0.219179 0.974711 0.0000041072 -0.0000006327 -0.0000336393 0.0000013411 0.0000082993 0.0003982972 0.0039524970 -0.0005561929 0.0000112400 0.0027722435 0.0000192716 0.0025399599
1706797415.34755 0.786788 1.856566 1.476339 0.018642 0.036999 -0.225226 0.973425 0.0000038087 -0.0000005624 -0.0000319624 0.0000013094 0.0000078154 0.0003986096 0.0039187408 -0.0005788470 0.0000117772 0.0027958729 0.0000190992 0.0025397637
1706797415.41427 0.826210 1.833163 1.477118 0.015841 0.031083 -0.230627 0.972417 0.0000030384 -0.0000003838 -0.0000269290 0.0000012533 0.0000065859 0.0003994161 0.0038848591 -0.0006004285 0.0000122879 0.0028207446 0.0000188987 0.0025395592
1706797415.48116 0.864390 1.809785 1.476388 0.015967 0.030840 -0.238212 0.970592 0.0000030037 -0.0000003811 -0.0000268663 0.0000012390 0.0000064660 0.0003994411 0.0038502778 -0.0006205559 0.0000127612 0.0028463264 0.0000187134 0.0025393710
1706797415.54784 0.902576 1.784684 1.476814 0.017434 0.039056 -0.246529 0.968191 0.0000039968 -0.0000004392 -0.0000335076 0.0000012069 0.0000057793 0.0003984606 0.0038161014 -0.0006389995 0.0000132850 0.0028723761 0.0000185219 0.0025391995
1706797415.61453 0.940567 1.760626 1.477835 0.018591 0.039790 -0.254781 0.966001 0.0000041187 -0.0000004813 -0.0000343656 0.0000011940 0.0000060880 0.0003983126 0.0037801288 -0.0006558401 0.0000137680 0.0028991970 0.0000183132 0.0025389427
1706797415.68117 0.978108 1.735949 1.477865 0.018175 0.036301 -0.262683 0.964028 0.0000036547 -0.0000004696 -0.0000316874 0.0000011937 0.0000064383 0.0003987614 0.0037459443 -0.0006725590 0.0000142346 0.0029275768 0.0000180800 0.0025387060
1706797415.74786 1.014862 1.711210 1.476932 0.017074 0.032096 -0.271955 0.961623 0.0000031160 -0.0000003963 -0.0000282844 0.0000011718 0.0000061557 0.0003992972 0.0037113166 -0.0006879437 0.0000146434 0.0029567690 0.0000178411 0.0025384352
1706797415.81452 1.052198 1.686204 1.476640 0.019733 0.039251 -0.283640 0.957924 0.0000040650 -0.0000004975 -0.0000343969 0.0000011584 0.0000061717 0.0003983360 0.0036768288 -0.0007021599 0.0000150839 0.0029866923 0.0000176251 0.0025381836
1706797415.88114 1.089326 1.661027 1.476727 0.021131 0.041481 -0.294885 0.954398 0.0000044108 -0.0000005516 -0.0000364340 0.0000011524 0.0000063622 0.0003979705 0.0036434103 -0.0007156800 0.0000155246 0.0030175708 0.0000173848 0.0025379016
1706797415.94777 1.125999 1.634871 1.476832 0.021114 0.040114 -0.305790 0.951019 0.0000042212 -0.0000005396 -0.0000355101 0.0000011426 0.0000063479 0.0003981455 0.0036096996 -0.0007283393 0.0000159468 0.0030497738 0.0000171092 0.0025375918
1706797416.01441 1.162833 1.607948 1.476405 0.023462 0.042132 -0.317851 0.946913 0.0000046072 -0.0000006551 -0.0000376963 0.0000011585 0.0000071357 0.0003977159 0.0035743476 -0.0007395329 0.0000163747 0.0030831558 0.0000168241 0.0025372992
1706797416.08105 1.199593 1.580752 1.475912 0.024872 0.042225 -0.330643 0.942483 0.0000046881 -0.0000007117 -0.0000382254 0.0000011632 0.0000075752 0.0003976005 0.0035395284 -0.0007496660 0.0000167975 0.0031173453 0.0000165052 0.0025370215
1706797416.14768 1.236364 1.553228 1.476134 0.024040 0.043052 -0.343468 0.937869 0.0000047737 -0.0000005777 -0.0000387030 0.0000011048 0.0000061384 0.0003975631 0.0035052025 -0.0007589898 0.0000173258 0.0031527561 0.0000160785 0.0025368995
1706797416.21434 1.272544 1.524726 1.475690 0.023279 0.041337 -0.355087 0.933629 0.0000044764 -0.0000004962 -0.0000373408 0.0000010699 0.0000055907 0.0003978421 0.0034704427 -0.0007670396 0.0000177959 0.0031891335 0.0000156451 0.0025366555
1706797416.28099 1.309316 1.496019 1.474330 0.023145 0.040453 -0.367689 0.928780 0.0000043334 -0.0000004620 -0.0000366612 0.0000010523 0.0000053487 0.0003979813 0.0034354326 -0.0007735882 0.0000182730 0.0032261925 0.0000152395 0.0025364461
1706797416.34761 1.345178 1.466534 1.472438 0.023276 0.040320 -0.380165 0.923746 0.0000043373 -0.0000004281 -0.0000367612 0.0000010346 0.0000049751 0.0003979770 0.0034012829 -0.0007797205 0.0000187780 0.0032650505 0.0000148667 0.0025362154
