# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1706797422.622460842132568,0.00869,0.00118,0.00007,0.02852,0.00065,0.01226,0.05137
1706797422.689182281494141,0.00604,0.00038,0.00003,0.00982,0.00012,0.00245,0.01885
1706797422.755908727645874,0.00328,0.00022,0.00002,0.00713,0.00000,0.00471,0.01536
1706797422.822641372680664,0.00348,0.00036,0.00002,0.00984,0.00012,0.00324,0.01707
1706797422.889365911483765,0.00429,0.00041,0.00062,0.01482,0.00013,0.00612,0.02639
1706797422.956093311309814,0.00695,0.00041,0.00037,0.00723,0.00010,0.00306,0.01813
1706797423.022819042205811,0.00793,0.00106,0.00008,0.02382,0.00000,0.00686,0.03976
1706797423.089548110961914,0.00771,0.00121,0.00006,0.02312,0.00000,0.00899,0.04110
1706797423.156271219253540,0.00436,0.00039,0.00002,0.01043,0.00006,0.00204,0.01729
1706797423.222995281219482,0.01255,0.00119,0.00113,0.01844,0.00023,0.00407,0.03760
1706797423.289716243743896,0.00692,0.00045,0.00003,0.01883,0.00024,0.00537,0.03184
1706797423.356438398361206,0.00739,0.00045,0.00041,0.01169,0.00045,0.00527,0.02564
1706797423.423158168792725,0.00612,0.00072,0.00008,0.01771,0.00011,0.00224,0.02698
1706797423.490676641464233,0.00438,0.00038,0.00002,0.01292,0.00008,0.00266,0.02044
1706797423.557515859603882,0.00500,0.00029,0.00002,0.01221,0.00000,0.00462,0.02215
1706797423.624356746673584,0.00656,0.00067,0.00006,0.01669,0.00008,0.00519,0.02925
1706797423.691196680068970,0.00826,0.00039,0.00056,0.01567,0.00022,0.00758,0.03267
1706797423.758036136627197,0.00820,0.00049,0.00051,0.01267,0.00019,0.00332,0.02539
1706797423.824879646301270,0.00340,0.00043,0.00002,0.01224,0.00000,0.00381,0.01990
1706797423.891726732254028,0.00820,0.00098,0.00007,0.02207,0.00000,0.00725,0.03857
1706797423.958574533462524,0.00494,0.00068,0.00018,0.00823,0.00023,0.00225,0.01652
1706797424.025356054306030,0.01064,0.00061,0.00036,0.01435,0.00037,0.00470,0.03105
1706797424.092072010040283,0.01011,0.00091,0.00006,0.00792,0.00007,0.00190,0.02096
1706797424.158779859542847,0.00654,0.00035,0.00032,0.02015,0.00033,0.00924,0.03694
1706797424.225493907928467,0.00531,0.00091,0.00007,0.01607,0.00005,0.00252,0.02493
1706797424.292224645614624,0.00705,0.00028,0.00002,0.00661,0.00008,0.00223,0.01628
1706797424.358949422836304,0.00685,0.00040,0.00006,0.02129,0.00000,0.00839,0.03699
1706797424.425677776336670,0.00537,0.00075,0.00015,0.01450,0.00009,0.00673,0.02759
1706797424.492404460906982,0.00784,0.00105,0.00102,0.02000,0.00024,0.00419,0.03433
1706797424.559142112731934,0.00569,0.00023,0.00015,0.00620,0.00015,0.00380,0.01623
1706797424.625878810882568,0.00967,0.00120,0.00031,0.02428,0.00000,0.00714,0.04259
1706797424.692618608474731,0.00580,0.00025,0.00019,0.01489,0.00000,0.00445,0.02559
1706797424.759357213973999,0.00492,0.00040,0.00010,0.01166,0.00010,0.00521,0.02239
1706797424.826094150543213,0.00377,0.00026,0.00022,0.00749,0.00028,0.00271,0.01472
1706797424.892838716506958,0.00894,0.00040,0.00012,0.00639,0.00000,0.00615,0.02199
1706797424.959566831588745,0.00468,0.00046,0.00003,0.01601,0.00022,0.00394,0.02535
1706797425.026309728622437,0.00927,0.00152,0.00008,0.02143,0.00000,0.00329,0.03559
1706797425.093067169189453,0.00891,0.00048,0.00011,0.01811,0.00010,0.00228,0.02999
1706797425.159782648086548,0.00617,0.00045,0.00021,0.01016,0.00000,0.00922,0.02622
1706797425.226513862609863,0.00878,0.00046,0.00022,0.00972,0.00008,0.00381,0.02307
1706797425.293250083923340,0.00562,0.00022,0.00039,0.00433,0.00023,0.00410,0.01489
1706797425.359958171844482,0.00409,0.00032,0.00005,0.00464,0.00018,0.00813,0.01742
1706797425.426680326461792,0.01034,0.00051,0.00011,0.01488,0.00000,0.00442,0.03026
1706797425.493383169174194,0.00651,0.00080,0.00011,0.01198,0.00000,0.00506,0.02446
1706797425.560043334960938,0.00880,0.00070,0.00015,0.01563,0.00012,0.00651,0.03191
1706797425.626732826232910,0.00607,0.00074,0.00019,0.01359,0.00048,0.00281,0.02387
1706797425.693430185317993,0.01324,0.00038,0.00018,0.00364,0.00003,0.00178,0.01926
1706797425.760130405426025,0.01156,0.00104,0.00037,0.01399,0.00030,0.00817,0.03542
1706797425.826808214187622,0.00483,0.00023,0.00017,0.00370,0.00000,0.00336,0.01229
1706797425.893498420715332,0.00802,0.00021,0.00138,0.00919,0.00168,0.00307,0.02355
1706797425.960185527801514,0.01010,0.00076,0.00022,0.01206,0.00560,0.00796,0.03669
1706797426.026879787445068,0.00785,0.00025,0.00011,0.00416,0.00003,0.00323,0.01563
1706797426.093560934066772,0.01133,0.00094,0.00021,0.01199,0.01961,0.00403,0.04811
1706797426.160265922546387,0.00393,0.00046,0.00312,0.01130,0.00022,0.00393,0.02296
1706797426.226965427398682,0.00543,0.00085,0.00026,0.01692,0.00008,0.00245,0.02599
1706797426.293654680252075,0.00375,0.00037,0.00002,0.00748,0.00000,0.00223,0.01385
1706797426.360343217849731,0.00626,0.00066,0.00004,0.01831,0.00132,0.00239,0.02899
1706797426.427029132843018,0.00763,0.00060,0.00880,0.01129,0.00497,0.00522,0.03851
1706797426.493719100952148,0.00657,0.00039,0.00687,0.01095,0.00823,0.00507,0.03809
1706797426.560409307479858,0.00351,0.00040,0.00723,0.01416,0.00006,0.00225,0.02760
1706797426.627089500427246,0.01009,0.00094,0.00115,0.02034,0.00000,0.00704,0.03956
1706797426.693797349929810,0.00525,0.00035,0.00047,0.01037,0.00010,0.00481,0.02136
1706797426.760479211807251,0.00797,0.00096,0.00025,0.01777,0.00414,0.00522,0.03631
1706797426.827156066894531,0.00366,0.00035,0.00002,0.00885,0.00150,0.00301,0.01740
1706797426.893832445144653,0.00505,0.00069,0.00052,0.01350,0.00018,0.00599,0.02593
1706797426.960532188415527,0.00838,0.00052,0.00436,0.01378,0.00006,0.00208,0.02918
1706797427.027206897735596,0.01239,0.00095,0.00101,0.01910,0.00373,0.00535,0.04251
1706797427.093887329101562,0.00763,0.00037,0.00422,0.01502,0.00006,0.00476,0.03206
1706797427.160584926605225,0.00941,0.00024,0.00461,0.00946,0.00228,0.00210,0.02809
1706797427.227274894714355,0.01094,0.00081,0.01178,0.01938,0.00575,0.00754,0.05620
1706797427.293965101242065,0.00494,0.00032,0.00014,0.01063,0.00340,0.00303,0.02247
1706797427.360663414001465,0.00506,0.00080,0.00520,0.01833,0.00297,0.00809,0.04045
1706797427.427356958389282,0.00814,0.00028,0.00032,0.01930,0.00007,0.00789,0.03600
1706797427.494022369384766,0.00971,0.00103,0.00051,0.01433,0.00214,0.00232,0.03005
1706797427.560720682144165,0.00878,0.00024,0.00109,0.00465,0.00003,0.00231,0.01709
1706797427.627412796020508,0.01305,0.00097,0.00107,0.01627,0.00006,0.00244,0.03385
1706797427.694103240966797,0.00983,0.00047,0.00353,0.01055,0.00047,0.00432,0.02918
1706797427.760797739028931,0.00709,0.00041,0.00082,0.00626,0.00943,0.00363,0.02764
1706797427.827503919601440,0.01244,0.00098,0.00044,0.00872,0.00000,0.00493,0.02751
1706797427.894215345382690,0.01040,0.00050,0.00130,0.00603,0.00613,0.00567,0.03004
1706797427.960905075073242,0.00705,0.00048,0.00175,0.00812,0.00030,0.00543,0.02314
1706797428.027587890625000,0.01372,0.00100,0.00158,0.00967,0.02279,0.00833,0.05709
1706797428.094294786453247,0.00839,0.00025,0.00028,0.00865,0.00042,0.00455,0.02253
1706797428.160984754562378,0.01029,0.00057,0.00262,0.01250,0.00412,0.01260,0.04270
1706797428.227669954299927,0.01109,0.00059,0.00071,0.00574,0.00000,0.00270,0.02084
1706797428.294379472732544,0.00763,0.00030,0.00074,0.00298,0.00471,0.00242,0.01878
1706797428.361079216003418,0.01073,0.00026,0.00231,0.00726,0.00532,0.00268,0.02856
1706797428.427772760391235,0.01181,0.00033,0.00073,0.00499,0.00032,0.00430,0.02248
1706797428.494457721710205,0.01594,0.00091,0.00050,0.00533,0.00036,0.00309,0.02613
1706797428.561173677444458,0.01153,0.00025,0.00039,0.00375,0.00656,0.00408,0.02656
1706797428.627890825271606,0.00722,0.00023,0.00093,0.00192,0.00303,0.00249,0.01583
1706797428.694595575332642,0.01103,0.00032,0.00105,0.00226,0.00999,0.00350,0.02815
1706797428.761313199996948,0.00954,0.00040,0.00073,0.00633,0.00741,0.00749,0.03189
1706797428.828024625778198,0.00848,0.00044,0.00137,0.00621,0.00000,0.00306,0.01956
1706797428.894723415374756,0.01218,0.00071,0.00018,0.00916,0.00000,0.00387,0.02610
1706797428.961446762084961,0.01197,0.00044,0.00032,0.00594,0.00009,0.00650,0.02525
1706797429.028179645538330,0.01059,0.00082,0.00203,0.00551,0.01123,0.00508,0.03525
1706797429.094896793365479,0.00584,0.00039,0.00165,0.00425,0.00013,0.00477,0.01703
1706797429.161611795425415,0.01486,0.00073,0.00080,0.00480,0.01452,0.00461,0.04031
1706797429.228310346603394,0.01463,0.00086,0.00213,0.00661,0.02719,0.00461,0.05602
1706797429.295036315917969,0.00793,0.00098,0.00095,0.00935,0.00004,0.00429,0.02354
1706797429.361741781234741,0.00782,0.00057,0.00049,0.01288,0.01777,0.00519,0.04472
1706797429.428453922271729,0.00707,0.00046,0.00070,0.01304,0.00261,0.00254,0.02642
1706797429.495177268981934,0.00750,0.00026,0.00025,0.01012,0.00714,0.00243,0.02770
1706797429.561949968338013,0.00793,0.00027,0.00152,0.01747,0.00013,0.00934,0.03666
1706797429.628727912902832,0.01292,0.00035,0.00019,0.01379,0.00215,0.00229,0.03170
1706797429.695502519607544,0.00827,0.00082,0.00075,0.01463,0.00628,0.00614,0.03687
1706797429.762284040451050,0.00810,0.00073,0.00657,0.01548,0.00809,0.00261,0.04158
1706797429.829062461853027,0.00931,0.00043,0.00090,0.01242,0.01165,0.00479,0.03951
1706797429.895845890045166,0.00725,0.00031,0.00098,0.00742,0.00009,0.00290,0.01895
1706797429.962627887725830,0.00757,0.00145,0.00407,0.01276,0.00412,0.00352,0.03349
1706797430.029411554336548,0.01288,0.00067,0.00568,0.01333,0.00214,0.00496,0.03966
1706797430.096194982528687,0.01406,0.00045,0.00102,0.00845,0.00005,0.00320,0.02724
1706797430.162981748580933,0.01943,0.00081,0.00048,0.01224,0.00828,0.00528,0.04653
1706797430.229763031005859,0.00556,0.00029,0.00035,0.00613,0.00810,0.00582,0.02626
1706797430.296535253524780,0.00609,0.00044,0.00136,0.00722,0.00008,0.00465,0.01985
1706797430.363320589065552,0.01706,0.00025,0.00054,0.01069,0.00012,0.00745,0.03612
1706797430.430109024047852,0.00783,0.00082,0.00184,0.01422,0.00397,0.00381,0.03248
1706797430.496908426284790,0.01227,0.00040,0.00048,0.00925,0.00711,0.00873,0.03824
1706797430.563590288162231,0.00472,0.00025,0.00058,0.00640,0.01211,0.00638,0.03043
1706797430.630269765853882,0.01444,0.00093,0.00058,0.00790,0.00283,0.00462,0.03130
1706797430.696947097778320,0.00787,0.00068,0.00265,0.01319,0.00649,0.00854,0.03943
1706797430.763597249984741,0.01391,0.00049,0.00040,0.01203,0.01620,0.00549,0.04853
1706797430.830265522003174,0.00562,0.00059,0.00008,0.00772,0.00166,0.00230,0.01798
1706797430.896940708160400,0.00524,0.00093,0.01009,0.00975,0.00560,0.00363,0.03524
1706797430.963623046875000,0.00509,0.00065,0.00314,0.01311,0.00519,0.00714,0.03431
1706797431.030301332473755,0.00844,0.00118,0.00730,0.01787,0.00013,0.00527,0.04020
1706797431.096959590911865,0.00765,0.00070,0.01430,0.01411,0.00686,0.00581,0.04944
1706797431.163643598556519,0.01106,0.00097,0.00343,0.01536,0.00474,0.00674,0.04230
1706797431.230321884155273,0.00694,0.00080,0.00021,0.01832,0.00513,0.01030,0.04171
1706797431.296994209289551,0.01189,0.00054,0.00038,0.01029,0.00186,0.00549,0.03044
1706797431.363672494888306,0.00493,0.00053,0.00023,0.01797,0.01061,0.00498,0.03926
1706797431.430349588394165,0.00573,0.00046,0.00015,0.02036,0.00000,0.00793,0.03463
1706797431.497020483016968,0.00761,0.00032,0.00736,0.01105,0.00291,0.00307,0.03232
1706797431.563715219497681,0.00806,0.00057,0.00076,0.01661,0.00014,0.00611,0.03225
1706797431.630408287048340,0.00776,0.00053,0.00014,0.00793,0.00096,0.00488,0.02220
1706797431.697108030319214,0.01046,0.00051,0.01608,0.00796,0.00240,0.00275,0.04016
1706797431.763800621032715,0.01620,0.00050,0.00036,0.01998,0.00259,0.00423,0.04386
1706797431.830497264862061,0.00555,0.00049,0.00026,0.01322,0.00327,0.00327,0.02606
1706797431.897193431854248,0.00771,0.00055,0.02010,0.01587,0.00342,0.00300,0.05064
1706797431.963883876800537,0.00539,0.00052,0.00051,0.01636,0.00000,0.00656,0.02935
1706797432.030577182769775,0.00934,0.00120,0.00228,0.01897,0.00015,0.00603,0.03799
1706797432.097277641296387,0.00742,0.00054,0.00074,0.00777,0.00002,0.00285,0.01936
1706797432.163971662521362,0.01669,0.00051,0.00015,0.01202,0.00000,0.00953,0.03889
1706797432.230670213699341,0.00849,0.00036,0.00197,0.01535,0.00000,0.00379,0.02997
1706797432.297367334365845,0.01100,0.00101,0.00084,0.01167,0.00284,0.00352,0.03089
1706797432.364064455032349,0.01417,0.00072,0.00066,0.01303,0.00023,0.00826,0.03707
1706797432.430755853652954,0.00727,0.00026,0.00053,0.00426,0.00004,0.00245,0.01481
1706797432.497448444366455,0.00725,0.00045,0.01198,0.00747,0.01407,0.00370,0.04494
1706797432.564147710800171,0.00599,0.00058,0.00034,0.00582,0.00023,0.00741,0.02037
1706797432.630845308303833,0.00970,0.00048,0.00070,0.01457,0.00309,0.00437,0.03292
1706797432.697544097900391,0.00813,0.00071,0.00159,0.01335,0.00064,0.00406,0.02848
1706797432.764242410659790,0.00864,0.00043,0.00051,0.00534,0.00005,0.00287,0.01783
1706797432.830937147140503,0.00956,0.00042,0.00024,0.00624,0.00014,0.00425,0.02086
1706797432.897628545761108,0.00528,0.00030,0.00087,0.00366,0.00004,0.00502,0.01518
1706797432.964323520660400,0.00613,0.00050,0.00003,0.00809,0.00998,0.00329,0.02802
1706797433.031012058258057,0.00675,0.00063,0.00038,0.00953,0.00005,0.00264,0.01998
1706797433.097703218460083,0.01041,0.00047,0.00320,0.00609,0.02826,0.00277,0.05120
1706797433.164396047592163,0.00519,0.00048,0.00083,0.00631,0.00020,0.00541,0.01842
1706797433.231090307235718,0.00921,0.00103,0.00580,0.01517,0.00538,0.01046,0.04706
1706797433.297785282135010,0.00490,0.00047,0.00276,0.00503,0.00051,0.00247,0.01615
1706797433.364477396011353,0.01387,0.00162,0.00364,0.00676,0.00000,0.00778,0.03367
1706797433.431168079376221,0.00716,0.00049,0.00073,0.00799,0.00000,0.00248,0.01886
1706797433.497858285903931,0.00434,0.00026,0.00066,0.00490,0.01716,0.01366,0.04098
1706797433.564563512802124,0.01149,0.00024,0.00077,0.00463,0.00002,0.00353,0.02068
1706797433.631257534027100,0.01391,0.00094,0.00095,0.00863,0.00387,0.00680,0.03511
1706797433.697956562042236,0.00591,0.00023,0.00034,0.00342,0.00000,0.00271,0.01260
1706797433.764651060104370,0.01229,0.00051,0.00014,0.00393,0.00017,0.00345,0.02049
1706797433.831333875656128,0.00664,0.00052,0.00030,0.00757,0.00596,0.00338,0.02438
1706797433.898032188415527,0.00801,0.00067,0.00039,0.00749,0.00302,0.00512,0.02470
1706797433.964732885360718,0.01213,0.00089,0.00005,0.00593,0.00010,0.00696,0.02607
1706797434.031435012817383,0.00810,0.00042,0.00025,0.01465,0.00000,0.00488,0.02831
1706797434.098123073577881,0.00868,0.00047,0.00028,0.00835,0.02582,0.00470,0.04830
1706797434.164813995361328,0.01131,0.00086,0.00306,0.01206,0.00000,0.00634,0.03363
1706797434.231504917144775,0.00903,0.00069,0.00468,0.00468,0.00000,0.00270,0.02179
1706797434.298197984695435,0.01267,0.00040,0.00263,0.00424,0.00315,0.00305,0.02613
1706797434.364888191223145,0.01396,0.00070,0.00020,0.00960,0.01378,0.00364,0.04189
1706797434.431582450866699,0.01018,0.00077,0.00067,0.00565,0.00226,0.00352,0.02306
1706797434.498270988464355,0.00986,0.00083,0.00046,0.00954,0.00000,0.00440,0.02510
1706797434.564964532852173,0.00415,0.00027,0.00012,0.00344,0.00014,0.00341,0.01154
1706797434.631650209426880,0.00542,0.00026,0.00026,0.00411,0.00013,0.00337,0.01356
1706797434.698327779769897,0.00725,0.00025,0.00094,0.00358,0.00370,0.00304,0.01876
1706797434.765021800994873,0.00682,0.00077,0.00250,0.00661,0.00000,0.00785,0.02455
1706797434.831704854965210,0.00528,0.00044,0.00404,0.00577,0.01389,0.00398,0.03340
1706797434.898385047912598,0.00697,0.00024,0.00011,0.00517,0.00596,0.01334,0.03179
1706797434.965056896209717,0.00443,0.00039,0.00051,0.00519,0.00001,0.00249,0.01302
1706797435.031723737716675,0.01002,0.00056,0.00117,0.00718,0.01515,0.00547,0.03955
1706797435.098411083221436,0.00846,0.00025,0.00019,0.00481,0.00306,0.00263,0.01939
1706797435.165091753005981,0.01042,0.00073,0.00077,0.01826,0.00018,0.00468,0.03505
1706797435.231765747070312,0.00713,0.00089,0.00050,0.00955,0.02135,0.00331,0.04273
1706797435.298447370529175,0.00596,0.00025,0.00009,0.00665,0.00000,0.00370,0.01667
1706797435.365123748779297,0.00953,0.00134,0.00047,0.01483,0.01961,0.00930,0.05507
1706797435.431811809539795,0.00489,0.00045,0.00394,0.01380,0.00016,0.00458,0.02781
1706797435.498497724533081,0.00623,0.00028,0.00737,0.01089,0.00985,0.00267,0.03729
